noise_level,replicate,method,success,vmax,km,r2,vmax_relative_error,km_relative_error,reason
0.03,1,lineweaver_burk,True,99.39316045263534,4.806985094373468,0.9967299577083525,0.006068395473646575,0.03860298112530636,
0.03,2,nonlinear,True,99.26863791448072,4.938089595088249,0.998525602733263,0.007313620855192795,0.012382080982350274,
0.03,2,lineweaver_burk,True,99.80886685844216,5.010471725955785,0.9984861184029081,0.0019113314155784168,0.002094345191157032,
0.03,3,nonlinear,True,101.7684807710509,5.12856535721603,0.995013312002005,0.017684807710509034,0.025713071443206025,
0.03,3,lineweaver_burk,True,105.26378318891476,5.323036683538534,0.9924161475677139,0.05263783188914758,0.06460733670770687,
0.03,4,nonlinear,True,104.62926802419513,5.566534363875882,0.9947437878660702,0.046292680241951274,0.11330687277517644,
0.03,4,lineweaver_burk,True,97.06745246300832,4.737290597880357,0.9875064600243625,0.029325475369916774,0.05254188042392869,
0.03,5,nonlinear,True,102.01539023641082,5.230364908031925,0.9980719960161748,0.020153902364108234,0.046072981606385,
0.03,5,lineweaver_burk,True,100.3225957681531,4.974942051818369,0.9977014914107672,0.003225957681531071,0.005011589636326264,
0.03,6,nonlinear,True,98.10222960431598,5.05690445057384,0.9969638334522918,0.018977703956840203,0.011380890114767972,
0.03,6,lineweaver_burk,True,94.69400516406381,4.655059178778256,0.9952694487442099,0.0530599483593619,0.06898816424434884,
0.03,7,nonlinear,True,102.33228291904865,5.274181027524218,0.9942585131023325,0.023322829190486515,0.0548362055048436,
0.03,7,lineweaver_burk,True,99.96035070651347,4.914698054377303,0.9935384348748793,0.00039649293486533567,0.017060389124539378,
0.03,8,nonlinear,True,97.02901795921419,4.690142107687389,0.9937566819419248,0.02970982040785813,0.061971578462522284,
0.03,8,lineweaver_burk,True,101.21805269226212,5.051926644490028,0.9906535815412744,0.012180526922621197,0.010385328898005674,
0.03,9,nonlinear,True,96.48047247643397,4.484729225946361,0.9948429454235425,0.03519527523566026,0.10305415481072781,
0.03,9,lineweaver_burk,True,102.80142759576442,5.214155141173724,0.9888426777700353,0.02801427595764423,0.04283102823474483,
0.03,10,nonlinear,True,103.0375968265379,5.22186098288145,0.9974806779618036,0.03037596826537893,0.04437219657629008,
0.03,10,lineweaver_burk,True,99.77166892787365,4.9503811374680575,0.9957880457008755,0.0022833107212635183,0.009923772506388494,
0.03,11,nonlinear,True,98.27142636808506,4.729758975238084,0.9981796805635677,0.017285736319149408,0.05404820495238312,
0.03,11,lineweaver_burk,True,100.92467061030514,4.995472702692463,0.9970857312728666,0.009246706103051424,0.0009054594615074407,
0.03,12,nonlinear,True,103.32461840298221,5.196113304989764,0.9964113509929735,0.0332461840298221,0.03922266099795273,
0.03,12,lineweaver_burk,True,102.03102574914584,5.086325902496272,0.9961545659814772,0.0203102574914584,0.017265180499254386,
0.03,13,nonlinear,True,98.37590019186102,4.737819431947569,0.9950813656368221,0.01624099808138979,0.05243611361048615,
0.03,13,lineweaver_burk,True,97.87752643331078,4.828188672953753,0.9946376061097003,0.02122473566689223,0.03436226540924938,
0.03,14,nonlinear,True,101.43110869105526,5.2011836827241,0.9988933876661048,0.014311086910552575,0.04023673654481996,
0.03,14,lineweaver_burk,True,99.1634759475871,5.023152377777754,0.998007414554905,0.00836524052412898,0.004630475555550717,
0.03,15,nonlinear,True,101.1268507120637,5.153421335294189,0.9970703037813149,0.011268507120636997,0.030684267058837734,
0.03,15,lineweaver_burk,True,98.82681819373659,4.9185826075177355,0.9963099444261744,0.011731818062634148,0.016283478496452907,
0.03,16,nonlinear,True,101.7504191862863,5.24569074712299,0.9976614410597586,0.01750419186286294,0.049138149424597974,
0.03,16,lineweaver_burk,True,97.4086833076555,4.8066440155104475,0.9949583099335098,0.02591316692344506,0.0386711968979105,
0.03,17,nonlinear,True,101.92868389328035,5.045670797772877,0.996279011542566,0.019286838932803505,0.009134159554575482,
0.03,17,lineweaver_burk,True,105.50933347429911,5.328498147188658,0.9941686727338338,0.05509333474299112,0.06569962943773167,
0.03,18,nonlinear,True,99.26628773862666,4.8756652805055545,0.9988603217255775,0.007337122613733414,0.024866943898889105,
0.03,18,lineweaver_burk,True,106.1159291404847,5.49039574814966,0.9914181147223802,0.06115929140484695,0.09807914962993199,
0.03,19,nonlinear,True,100.19173042627015,5.1166691795434724,0.9963657081137746,0.001917304262701549,0.02333383590869449,
0.03,19,lineweaver_burk,True,98.28613999115181,4.913933697484303,0.9958451344210505,0.017138600088481865,0.017213260503139337,
0.03,20,nonlinear,True,98.68619782504888,4.888399524065348,0.9972317486692053,0.01313802174951121,0.022320095186930365,
0.03,20,lineweaver_burk,True,99.00984321859328,4.949463437137115,0.9972115348994168,0.00990156781406725,0.010107312572577066,
0.03,21,nonlinear,True,103.52900120147503,5.189696202653599,0.9961384715173955,0.03529001201475026,0.03793924053071986,
0.03,21,lineweaver_burk,True,100.11438630651278,4.995757930084427,0.9937706796037745,0.0011438630651278458,0.000848413983114682,
0.03,22,nonlinear,True,99.35823328605188,4.887564599861721,0.9981909491034664,0.006417667139481153,0.022487080027655714,
0.03,22,lineweaver_burk,True,105.33555921104688,5.399467274869959,0.9922983715171712,0.05335559211046885,0.07989345497399185,
